title,category,days_to_trend,archetype,confidence,timing,recommendation
From Metroid Prime 4 to Beyond,Gaming,0,Mid-Burn Trending,2/100,Trending now — act within 24 hours or skip.,Viable if you can turn around quality content in 3–5 days.
This NEW JURASSIC PARK Horror Game Should NOT Exist..,Gaming,0,Mid-Burn Trending,1/100,Trending now — act within 24 hours or skip.,Viable if you can turn around quality content in 3–5 days.
I'm Adopting YOU in Minecraft!,Gaming,1,Flash Viral,3/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
DISSIDIA DUELLUM FINAL FANTASY | Opening Cinematic,Gaming,0,Mid-Burn Trending,3/100,Trending now — act within 24 hours or skip.,Viable if you can turn around quality content in 3–5 days.
SUPER BATTLE GOLF DESTROYED OUR FRIENDSHIPS,Gaming,0,Flash Viral,2/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
Every Minecraft SEA MONSTER in One Video!,Gaming,0,Flash Viral,4/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
​,Gaming,0,Fast Mover,18/100,Trending now — act within 24 hours or skip.,Move fast — the window is open but closing. Publish within 48 hours.
F*&K. NO.,Gaming,0,Mid-Burn Trending,5/100,Trending now — act within 24 hours or skip.,Viable if you can turn around quality content in 3–5 days.
AMONG US IN 2026 IS STILL HILARIOUS,Gaming,1,Flash Viral,11/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
"YES, I PLAY FULL AP UDYR TOP!",Gaming,0,Flash Viral,11/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
😱 SPEEDRUNNING 99 NIGHTS IN THE FOREST... *PRACTICING FOR RB BATTLES x TWITCH EVENT*,Gaming,0,Flash Viral,6/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
PlayStation Plus Essential - March 2026 (PS+),Gaming,0,Flash Viral,2/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
This might be the worst creator tournament ever,Gaming,0,Fast Mover,5/100,Trending now — act within 24 hours or skip.,Move fast — the window is open but closing. Publish within 48 hours.
RESIDENT EVIL 9 REQUIEM Gameplay Walkthrough Part 1 FULL GAME [4K 60FPS PS5 PRO] - No Commentary,Gaming,0,Mid-Burn Trending,4/100,Trending now — act within 24 hours or skip.,Viable if you can turn around quality content in 3–5 days.
Why Are You So Greedy?? Xtreme Master Saga #3,Gaming,0,Mid-Burn Trending,5/100,Trending now — act within 24 hours or skip.,Viable if you can turn around quality content in 3–5 days.
The Meta Has Changed in ARC Raiders?! - Embark Partner,Gaming,0,Flash Viral,14/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
MULTI-Game Challenge || WZ - For Honor - PUBG || Duos w/ Rallied TONIGHT,Gaming,0,Flash Viral,11/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
Noob To Max With Only FRUIT BOXES In Blox Fruits,Gaming,0,Mid-Burn Trending,4/100,Trending now — act within 24 hours or skip.,Viable if you can turn around quality content in 3–5 days.
Two Idiots VS The NEW MHA Game,Gaming,0,Flash Viral,1/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
THEY MADE THIS GAME JUST FOR ME!,Gaming,0,Flash Viral,7/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
I Played 100% of Lawn Care Simulator,Gaming,0,Flash Viral,4/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
I GOT THE NEW BIGGEST FLEX IN RUNESCAPE,Gaming,0,Flash Viral,4/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
This Horror Mod Feels Endless...,Gaming,0,Flash Viral,1/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
"Resident Evil Requiem Review 'Buy, Wait, Never Touch?'",Gaming,0,Mid-Burn Trending,2/100,Trending now — act within 24 hours or skip.,Viable if you can turn around quality content in 3–5 days.
There's A CHEATER Who Got RANK 1... So I Spectated Him,Gaming,0,Flash Viral,3/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
My mom found my future self? #shorts,Gaming,5,Fast Mover,84/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
"A Small Town, A Big Dream",Film & Animation,4,Fast Mover,84/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
just another Friday meme😅 #relatable #funny #tiktok #memes #funnytiktok #shortsfeed #comedy #4u,Music,4,Flash Viral,61/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
Before You Get Angry 😤,Education,7,Fast Mover,93/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Regina Hall is Hilarious in Scary Movie 🤣,Film & Animation,1,Fast Mover,77/100,Trending now — act within 24 hours or skip.,Move fast — the window is open but closing. Publish within 48 hours.
POV: The new generation is built different. #shorts,People & Blogs,2,Fast Mover,65/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
They don’t make cartoons like this anymore 🥺..￼,Education,6,Fast Mover,63/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
This is Peak British Comedy and Nothing Comes Close 👮👨🏻‍⚖️,People & Blogs,2,Fast Mover,94/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Birthday Magic Battle — Ego vs Talent 🎩🔥,Film & Animation,1,Fast Mover,92/100,Trending now — act within 24 hours or skip.,Move fast — the window is open but closing. Publish within 48 hours.
Do you choose wealth or family? #foryou #simpsons #short #movie,People & Blogs,4,Fast Mover,95/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Suddenly I’m the chosen one ⚔️🪳 #marriage #marriedlife #couple #shorts #funny #love #viral #memes,Gaming,6,Fast Mover,82/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
This will never not be funny 😂😂😂 #comedy #funny #reaction,Autos & Vehicles,6,Fast Mover,51/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Full Speed Escape...,People & Blogs,5,Fast Mover,94/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
The Iconic 'I The Pappi' Scene From Life (1999) | #shorts,People & Blogs,8,Flash Viral,79/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
He outed himself over PRADA?! 👠😂 #shorts #legalblonde #funny,Music,1,Fast Mover,60/100,Trending now — act within 24 hours or skip.,Move fast — the window is open but closing. Publish within 48 hours.
#film #movie Cowboy Way: 'Knock The Horns Off!' 😂🍖 | The Famous Steak Scene | The Cowboy Way (1994,Film & Animation,2,Fast Mover,87/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
A hitman walks in on the ultimate bro moment... and has NO idea how to process it. 😂🫘,Film & Animation,4,Fast Mover,94/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Tony was fed up with AJ doing nothing at home#thesopranos #shorts #shortvideo #series #fouryou,Entertainment,1,Fast Mover,45/100,Trending now — act within 24 hours or skip.,Move fast — the window is open but closing. Publish within 48 hours.
My name is MAGNETO! 🧲🧲 | X-Men: Apocalypse (2016) | FRAGMENT SLOWED,Music,2,Fast Mover,79/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Morgan Freeman Thought Jim Carrey Forgot His Line,People & Blogs,3,Fast Mover,87/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Peter and the Table,People & Blogs,2,Fast Mover,91/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
WE HAVE EVERY RIGHT TO DO IT #clips #suits #highlights,Entertainment,4,Fast Mover,84/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
back when pranks were simple 😂 #shorts,Music,4,Fast Mover,87/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
POV: You're in a REAL hurry* 🚽#shorts,Gaming,5,Fast Mover,87/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Why is everyone curious about this? 🤔❓The movie title is at the end.#Shorts#movie,Entertainment,3,Fast Mover,65/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Hoppers | | In theaters March 6 #DisneyPartner #Hoppers,People & Blogs,4,Fast Mover,88/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Never Underestimate the Quiet One 👇,Entertainment,3,Fast Mover,83/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Snoop bought the most expensive 'surrender tool'#shortvideo #shorts #foryou #thewire,People & Blogs,2,Fast Mover,80/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
If Kids Today Went Back To 2005 #comedy,Entertainment,6,Fast Mover,46/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
The Best Impressions You’ll Ever Hear!! 🤣😂😳👏| Whiskey Ginger Ft. Frank Caliendo #morganfreeman,Comedy,4,Fast Mover,62/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
Animals that mourn like Us,Pets & Animals,4,Fast Mover,88/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
“i’m gonna put electric blue food coloring on my tongue” 😭,People & Blogs,0,Fast Mover,56/100,Trending now — act within 24 hours or skip.,Move fast — the window is open but closing. Publish within 48 hours.
#themiddle #tvshow #fyp #evolution #viral #foryoupage #movie,People & Blogs,3,Fast Mover,94/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
I was the best cop in the history of the Navy. #GaryOwen #Navy #StandUp,People & Blogs,5,Flash Viral,93/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
The Ability We All Need 💀🔥 | 57 Seconds | MATADORA (Slowed) #trending #shorts,Entertainment,5,Flash Viral,85/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
Chicago P.D. Season 1 (2014) | Jason finally drops the thug for Erin 😡👊,Entertainment,2,Fast Mover,90/100,Early trend — publish within 48–72 hours.,Move fast — the window is open but closing. Publish within 48 hours.
'They Played It Perfectly' ☠️🔥 | Fast X | MATADORA (slowed) #trending #shorts,People & Blogs,1,Flash Viral,72/100,Trending now — act within 24 hours or skip.,Skip it — high engagement but burns out before most creators can publish.
